"","SL","BRC1_2","CK","Aux","ABA","PIN1_3_4_7","Aux_Bud","SUC","GA","Decap_signal","CXE","SMXL6_7_8","FHY3_FAR1","SPL9_15","MAX2","D14","D27","MAX3","MAX4","MAX1","LBO","CLAMT","PhyB","PIFs","HB21_40_53","NCED3"
"Ind15",9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003,9.84189686818003
"Ind16",7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148,7.31334132516148
"Ind17",0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302,0.816178512572302
"Ind18",7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954,7.41469214019954
"Ind19",-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018,-6.21812605333018
"Ind20",14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167,14.5614412428167
"Ind21",7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772,7.11891965858772
"Ind22",6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639,6.48842043931639
"Ind23",-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428,-1.31362418801428
"Ind24",15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243,15.7479708692243
"Ind25",10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234,10.3464007390234
"Ind26",20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469,20.2941201698469
"Ind27",1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232,1.80368729957232
"Ind28",-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934,-6.69046434952934
"Ind29",10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373,10.2555913024373
"Ind30",1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192,1.90634629310192
"Ind31",7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983,7.74958595716983
"Ind32",18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725,18.7562032590725
"Ind33",-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741,-12.8118605039741
"Ind34",10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751,10.6349399485751
"Ind35",7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479,7.40792097964479
"Ind36",8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608,8.19952238459608
"Ind37",-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857,-8.10173032878857
"Ind38",-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572,-11.9554998340572
"Ind39",7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274,7.61631189501274
"Ind40",30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905,30.006446255905
"Ind41",19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874,19.6632859330874
"Ind42",-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374,-6.12021940089374
"Ind43",-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874,-1.88015027362874
"Ind44",-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886,-11.1770524416886
"Ind45",23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092,23.6497590645092
"Ind46",-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882,-18.7335835901882
"Ind47",-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003,-15.5878829937003
"Ind48",13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088,13.9011416205088
"Ind49",-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966,-0.281854756283966
"Ind50",-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752,-4.88465666801752
"Ind51",21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307,21.3901935201307
"Ind52",-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003,-4.19938794626003
"Ind53",6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622,6.57967092277622
"Ind54",-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356,-6.8200241125356
"Ind55",16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699,16.5214602662699
"Ind56",-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788,-5.06626654058788
"Ind57",-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181,-7.57458919799181
"Ind58",10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937,10.3530311165937
"Ind59",7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374,7.5446973406374
"Ind60",-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704,-2.45340345775704
"Ind61",-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877,-5.16550389254877
